,分頁,項目,Code,繁中文案,簡中文案,英文文案,韓文文案,zh-TW.json,en-US.json,zh-CN.json,ko-KR.json
,,,detail_action_t_deposit_stake,存入您的履約保證金,存入您的履约保证金,Deposit Your Stake,귀하의 스테이크 예금 ,"detail_action_t_deposit_stake: ""存入您的履約保證金"",","detail_action_t_deposit_stake: ""Deposit Your Stake"",","detail_action_t_deposit_stake: ""存入您的履约保证金"",","detail_action_t_deposit_stake: ""귀하의 스테이크 예금 "","
,,,detail_action_t_balance,餘額,馀额,Balance,잔액,"detail_action_t_balance: ""餘額"",","detail_action_t_balance: ""Balance"",","detail_action_t_balance: ""馀额"",","detail_action_t_balance: ""잔액"","
,,,detail_action_t_free_shake,可用押金,可用押金,Free Stake,가용 스테이크,"detail_action_t_free_shake: ""可用押金"",","detail_action_t_free_shake: ""Free Stake"",","detail_action_t_free_shake: ""可用押金"",","detail_action_t_free_shake: ""가용 스테이크"","
,,,detail_action_t_locked_shake,鎖定押金,锁定押金,Locked Stake,스테이크 잠금,"detail_action_t_locked_shake: ""鎖定押金"",","detail_action_t_locked_shake: ""Locked Stake"",","detail_action_t_locked_shake: ""锁定押金"",","detail_action_t_locked_shake: ""스테이크 잠금"","
,,,detail_action_t_signin_switch,請登入 MetaMask 並轉換至以太坊主網路,请登入 MetaMask 并转换至以太坊主网路,Please sign in to MetaMask and switch to,메타 스테이크에 로그인하고 이더리움 메인 네트워크로 전환해 주십시오. ,"detail_action_t_signin_switch: ""請登入 MetaMask 並轉換至以太坊主網路"",","detail_action_t_signin_switch: ""Please sign in to MetaMask and switch to"",","detail_action_t_signin_switch: ""请登入 MetaMask 并转换至以太坊主网路"",","detail_action_t_signin_switch: ""메타 스테이크에 로그인하고 이더리움 메인 네트워크로 전환해 주십시오. "","
,,,detail_action_t_main_network,正式網路,正式网路,Main Ethereum Network,메인 이더리움 네트워크,"detail_action_t_main_network: ""正式網路"",","detail_action_t_main_network: ""Main Ethereum Network"",","detail_action_t_main_network: ""正式网路"",","detail_action_t_main_network: ""메인 이더리움 네트워크"","
,,,detail_action_t_test_network,Ropsten 測試網路,Ropsten 测试网路,Ropsten Test Network,Ropsten(롭스텐) 시험 네트워크,"detail_action_t_test_network: ""Ropsten 測試網路"",","detail_action_t_test_network: ""Ropsten Test Network"",","detail_action_t_test_network: ""Ropsten 测试网路"",","detail_action_t_test_network: ""Ropsten(롭스텐) 시험 네트워크"","
,,,detail_action_t_to_continue,,,to continue.,detail_action_t_to_continue계속,"detail_action_t_to_continue: """",","detail_action_t_to_continue: ""to continue."",","detail_action_t_to_continue: """",","detail_action_t_to_continue: ""detail_action_t_to_continue계속"","
,,,detail_action_t_have_enough_balance,您有足夠的金額可以跟投,您有足够的金额可以跟投,You have enough balance to invest.,투자를 위한 잔고가 충분합니다.,"detail_action_t_have_enough_balance: ""您有足夠的金額可以跟投"",","detail_action_t_have_enough_balance: ""You have enough balance to invest."",","detail_action_t_have_enough_balance: ""您有足够的金额可以跟投"",","detail_action_t_have_enough_balance: ""투자를 위한 잔고가 충분합니다."","
,,,detail_action_t_deposit_amount_into,存入 % BCNT 以達到要求,存入 % BCNT 以达到要求,Deposit %s BCNT to meet the requirement.,요구 사항에 충족되도록 % BCNT를 예치하십시오.,"detail_action_t_deposit_amount_into: ""存入 % BCNT 以達到要求"",","detail_action_t_deposit_amount_into: ""Deposit %s BCNT to meet the requirement."",","detail_action_t_deposit_amount_into: ""存入 % BCNT 以达到要求"",","detail_action_t_deposit_amount_into: ""요구 사항에 충족되도록 % BCNT를 예치하십시오."","
,,,detail_action_t_purchase_to_invest,請購買 BCNT 以作為跟投押金,请购买 BCNT 以作为跟投押金,Please purchase BCNT to deposit to Free Stake and invest a strategy.,BCNT를 구입하여 가용(프리) 스테이크에 예금하고 전략에 투자하십시오.,"detail_action_t_purchase_to_invest: ""請購買 BCNT 以作為跟投押金"",","detail_action_t_purchase_to_invest: ""Please purchase BCNT to deposit to Free Stake and invest a strategy."",","detail_action_t_purchase_to_invest: ""请购买 BCNT 以作为跟投押金"",","detail_action_t_purchase_to_invest: ""BCNT를 구입하여 가용(프리) 스테이크에 예금하고 전략에 투자하십시오."","
,,,detail_action_t_demo,此策略即將上線,此策略即将上线,This strategy will be released soon.,이 전략은 곧 발표될 것입니다.,"detail_action_t_demo: ""此策略即將上線"",","detail_action_t_demo: ""This strategy will be released soon."",","detail_action_t_demo: ""此策略即将上线"",","detail_action_t_demo: ""이 전략은 곧 발표될 것입니다."","
,,,detail_action_t_strategy_invested,您已跟投此策略,您已跟投此策略,You have invested in this strategy.,이미 이 전략에 투자하였습니다.,"detail_action_t_strategy_invested: ""您已跟投此策略"",","detail_action_t_strategy_invested: ""You have invested in this strategy."",","detail_action_t_strategy_invested: ""您已跟投此策略"",","detail_action_t_strategy_invested: ""이미 이 전략에 투자하였습니다."","
,,,detail_action_t_reach_all_requirement,您已達到所有要求,您已达到所有要求,You have reached all the requirements.,귀하께서는 모든 요구 사항에 도달하였습니다.,"detail_action_t_reach_all_requirement: ""您已達到所有要求"",","detail_action_t_reach_all_requirement: ""You have reached all the requirements."",","detail_action_t_reach_all_requirement: ""您已达到所有要求"",","detail_action_t_reach_all_requirement: ""귀하께서는 모든 요구 사항에 도달하였습니다."","
,,,detail_action_t_not_enought_requirement,要求未達標,要求未达标,Not enough requirement.,요구 사항이 충분하지 않습니다.,"detail_action_t_not_enought_requirement: ""要求未達標"",","detail_action_t_not_enought_requirement: ""Not enough requirement."",","detail_action_t_not_enought_requirement: ""要求未达标"",","detail_action_t_not_enought_requirement: ""요구 사항이 충분하지 않습니다."","
,,,detail_action_b_invested,已跟投,已跟投,Invested,투자되었습니다.,"detail_action_b_invested: ""已跟投"",","detail_action_b_invested: ""Invested"",","detail_action_b_invested: ""已跟投"",","detail_action_b_invested: ""투자되었습니다."","
,,,detail_action_b_investing,正在處理,正在处理,Investing,처리 중,"detail_action_b_investing: ""正在處理"",","detail_action_b_investing: ""Investing"",","detail_action_b_investing: ""正在处理"",","detail_action_b_investing: ""처리 중"","
,,,detail_action_b_invest,跟投,跟投,Invest,투자,"detail_action_b_invest: ""跟投"",","detail_action_b_invest: ""Invest"",","detail_action_b_invest: ""跟投"",","detail_action_b_invest: ""투자"","
,,,detail_action_b_deposit,存入,存入,Deposit,입금,"detail_action_b_deposit: ""存入"",","detail_action_b_deposit: ""Deposit"",","detail_action_b_deposit: ""存入"",","detail_action_b_deposit: ""입금"","
,,,detail_action_b_purchase,買入,买入,Purchase,구매,"detail_action_b_purchase: ""買入"",","detail_action_b_purchase: ""Purchase"",","detail_action_b_purchase: ""买入"",","detail_action_b_purchase: ""구매"","
,,,detail_action_t_invest,跟投,跟投,Subscribe,구독,"detail_action_t_invest: ""跟投"",","detail_action_t_invest: ""Subscribe"",","detail_action_t_invest: ""跟投"",","detail_action_t_invest: ""구독"","
,,,detail_action_t_skill_level,會員等級,会员等级,Skill Level,회원 레벨,"detail_action_t_skill_level: ""會員等級"",","detail_action_t_skill_level: ""Skill Level"",","detail_action_t_skill_level: ""会员等级"",","detail_action_t_skill_level: ""회원 레벨"","
,,,detail_action_t_member,會員,会员,Member,회원,"detail_action_t_member: ""會員"",","detail_action_t_member: ""Member"",","detail_action_t_member: ""会员"",","detail_action_t_member: ""회원"","
,,,detail_action_t_stake,押金,押金,Stake,스테이크,"detail_action_t_stake: ""押金"",","detail_action_t_stake: ""Stake"",","detail_action_t_stake: ""押金"",","detail_action_t_stake: ""스테이크"","
,,,detail_action_t_already_invested,您已跟投此策略,您已跟投此策略,You have already invested this strategy.,이미 이 전략에 투자하였습니다.,"detail_action_t_already_invested: ""您已跟投此策略"",","detail_action_t_already_invested: ""You have already invested this strategy."",","detail_action_t_already_invested: ""您已跟投此策略"",","detail_action_t_already_invested: ""이미 이 전략에 투자하였습니다."","
,,,detail_action_t_only_invest_one,在同一個交易所只能選擇一個策略！若您想選擇另一個策略，請建立一個新的帳號。,在同一个交易所只能选择一个策略！若您想选择另一个策略，请建立一个新的帐号。,You may only select one strategy per Exchange at this time. Create another account to select another strategy under the same Exchange.,현재 같은 거래소에서 하나의 전략만 선택할 수 있습니다! 다른 전략을 선택하려면 새 계정을 설정하십시오.,"detail_action_t_only_invest_one: ""在同一個交易所只能選擇一個策略！若您想選擇另一個策略，請建立一個新的帳號。"",","detail_action_t_only_invest_one: ""You may only select one strategy per Exchange at this time. Create another account to select another strategy under the same Exchange."",","detail_action_t_only_invest_one: ""在同一个交易所只能选择一个策略！若您想选择另一个策略，请建立一个新的帐号。"",","detail_action_t_only_invest_one: ""현재 같은 거래소에서 하나의 전략만 선택할 수 있습니다! 다른 전략을 선택하려면 새 계정을 설정하십시오."","
,,,detail_action_view_performance,觀看績效,观看绩效,View Performance,퍼포먼스 보기,"detail_action_view_performance: ""觀看績效"",","detail_action_view_performance: ""View Performance"",","detail_action_view_performance: ""观看绩效"",","detail_action_view_performance: ""퍼포먼스 보기"","
,,,detail_action_t_invest_desc,此策略需要您在 BitMEX 帳戶中的資產,此策略需要您在 BitMEX 帐户中的资产,This strategy requires assets in your BitMEX account.,이 전략은 BitMEX 계정에 자산을 필요로 합니다.,"detail_action_t_invest_desc: ""此策略需要您在 BitMEX 帳戶中的資產"",","detail_action_t_invest_desc: ""This strategy requires assets in your BitMEX account."",","detail_action_t_invest_desc: ""此策略需要您在 BitMEX 帐户中的资产"",","detail_action_t_invest_desc: ""이 전략은 BitMEX 계정에 자산을 필요로 합니다."","
,,,detail_action_t_amount,跟投金額,跟投金额,Investment Amount,투자량,"detail_action_t_amount: ""跟投金額"",","detail_action_t_amount: ""Investment Amount"",","detail_action_t_amount: ""跟投金额"",","detail_action_t_amount: ""투자량"","
,,,detail_action_t_exchange_balance,交易所帳戶餘額,交易所帐户馀额,Exchange Account Balance,거래소 계좌 잔고,"detail_action_t_exchange_balance: ""交易所帳戶餘額"",","detail_action_t_exchange_balance: ""Exchange Account Balance"",","detail_action_t_exchange_balance: ""交易所帐户馀额"",","detail_action_t_exchange_balance: ""거래소 계좌 잔고"","
,,,detail_action_t_wallet_balance,錢包餘額,钱包馀额,Wallet Balance,BCNT 지갑 잔고,"detail_action_t_wallet_balance: ""錢包餘額"",","detail_action_t_wallet_balance: ""Wallet Balance"",","detail_action_t_wallet_balance: ""钱包馀额"",","detail_action_t_wallet_balance: ""BCNT 지갑 잔고"","
,,,detail_action_t_tooltip,此金額只供參考，實際金額取決於市場流動價格。,此金额只供参考，实际金额取决于市场流动价格。,The number displayed is an estimated amount. Actual amount depends on market price and may fluctuate in real time.,표시된 숫자는 추정 금액으로 시장 가격에 따라 달라지며 실시간으로 변동할 수 있습니다.,"detail_action_t_tooltip: ""此金額只供參考，實際金額取決於市場流動價格。"",","detail_action_t_tooltip: ""The number displayed is an estimated amount. Actual amount depends on market price and may fluctuate in real time."",","detail_action_t_tooltip: ""此金额只供参考，实际金额取决于市场流动价格。"",","detail_action_t_tooltip: ""표시된 숫자는 추정 금액으로 시장 가격에 따라 달라지며 실시간으로 변동할 수 있습니다."","
,,,detail_action_t_required_stake,所需保證金,所需保证金,Required Stake,필요한 스테이크,"detail_action_t_required_stake: ""所需保證金"",","detail_action_t_required_stake: ""Required Stake"",","detail_action_t_required_stake: ""所需保证金"",","detail_action_t_required_stake: ""필요한 스테이크"","
,,,detail_action_e_insufficient_balance,餘額不足,馀额不足,Insufficient Balance.,잔고 부족,"detail_action_e_insufficient_balance: ""餘額不足"",","detail_action_e_insufficient_balance: ""Insufficient Balance."",","detail_action_e_insufficient_balance: ""馀额不足"",","detail_action_e_insufficient_balance: ""잔고 부족"","
,,,detail_action_t_sufficient,餘額充足,馀额充足,You have enough stake to invest.,투자할 잔고가 충분함,"detail_action_t_sufficient: ""餘額充足"",","detail_action_t_sufficient: ""You have enough stake to invest."",","detail_action_t_sufficient: ""馀额充足"",","detail_action_t_sufficient: ""투자할 잔고가 충분함"","
,,,detail_action_t_stop_loss_perc,停損比率,停损比率,Stop Loss Percentage,손실 백분율 중지,"detail_action_t_stop_loss_perc: ""停損比率"",","detail_action_t_stop_loss_perc: ""Stop Loss Percentage"",","detail_action_t_stop_loss_perc: ""停损比率"",","detail_action_t_stop_loss_perc: ""손실 백분율 중지"","
,,,detail_action_t_stop_desc,這將終止策略跟投。,这将终止策略跟投。,This will exit strategy at the same time.,이것은 동시에 전략을 종료할 것입니다.,"detail_action_t_stop_desc: ""這將終止策略跟投。"",","detail_action_t_stop_desc: ""This will exit strategy at the same time."",","detail_action_t_stop_desc: ""这将终止策略跟投。"",","detail_action_t_stop_desc: ""이것은 동시에 전략을 종료할 것입니다."","
